char,pinyin,count
酖,"dan1,zhen4",2
洧,wei3,2
酕,mao2,2
洣,mi3,2
濊,hui4,2
靳,jin4,2
隍,huang2,2
酆,feng1,2
酃,ling2,2
礓,jiang1,2
鄦,xu3,2
瀚,han4,2
洄,hui2,2
鞮,di1,2
顼,"xu4,xu1",2
鄋,sou1,2
倨,ju4,2
郫,pi2,2
郢,ying3,2
尴,gan1,2
乿,"luan4,zhi4",2
郞,lang2,2
郝,hao3,2
郛,fu2,2
郏,jia2,2
泠,ling2,2
郇,xun2,2
泝,su4,2
尬,ga4,2
邾,zhu1,2
吅,"song4,xuan1",2
邴,bing3,2
泔,gan1,2
泓,hong2,2
尥,liao4,2
飓,ju4,2
邠,bin1,2
邘,yu2,2
炆,wen2,2
泆,yi4,2
邋,la1,2
邂,xie4,2
遹,yu4,2
叻,le4,2
帏,wei2,2
飬,"juan4,yang3",2
遨,ao2,2
遢,"ta4,ta5",2
遝,ta4,2
遒,qiu2,2
沮,ju3,2
遄,chuan2,2
倞,"jing4,liang4",2
祢,mi2,2
逶,wei1,2
逵,kui2,2
逯,lu4,2
逦,li3,2
沣,feng1,2
倜,ti4,2
饩,xi4,2
饨,"tun2,tun5",2
逅,hou4,2
沇,yan3,2
迮,ze2,2
迕,wu3,2
馂,jun4,2
寤,wu4,2
汧,qian1,2
乶,fu3,2
倔,jue2,2
馑,jin3,2
馓,san3,2
辌,liang2,2
辊,gun3,2
辇,nian3,2
轾,zhi4,2
轱,gu1,2
轫,ren4,2
氲,yun1,2
轘,huan4,2
轗,kan3,2
氪,ke4,2
帱,"chou2,dao4",2
氤,yin1,2
輂,ju2,2
骁,xiao1,2
氜,"ri4,yang2",2
骅,hua2,2
氘,dao1,2
骕,su4,2
軃,duo3,2
骞,qian1,2
骝,liu2,2
氐,"di1,di3",2
煆,"xia1,ya1",2
骦,shuang1,2
躔,chan2,2
躏,lin4,2
氅,chang3,2
躅,zhu2,2
髌,bin4,2
毽,jian4,2
髅,lou2,2
骶,di3,2
髭,zi1,2
蹩,bie2,2
咾,lao3,2
鬄,"di2,ti4",2
蹚,tang1,2
宥,you4,2
毖,bi4,2
蹂,rou2,2
髞,sao4,2
踺,jian4,2
踶,di4,2
毐,ai3,2
踯,zhi2,2
踮,dian3,2
踬,zhi4,2
熜,"cong1,zong3",2
踣,bo2,2
踘,ju1,2
踔,chuo1,2
跺,duo4,2
跹,xian1,2
殳,shu1,2
叇,dai4,2
跶,"da5,da1",2
魠,tuo1,2
宓,mi4,2
燐,lin2,2
鮨,qi2,2
跣,xian3,2
殗,ye4,2
鱆,zhang1,2
熳,man4,2
殓,lian4,2
叁,san1,2
宊,"jia1,tu2",2
跆,tai2,2
趿,ta1,2
殄,tian3,2
厾,du1,2
殂,cu2,2
趯,"ti4,yue4",2
宄,gui3,2
俳,pai2,2
趦,zi1,2
趔,lie4,2
鲗,zei2,2
鲙,kuai4,2
鲔,wei3,2
赸,shan4,2
赭,zhe3,2
鲡,li2,2
赧,nan3,2
厹,"qiu2,rou2",2
厷,"gong1,hong2",2
歛,"han1,lian3",2
厶,"mou3,si1",2
歙,she4,2
鲰,zou1,2
赑,bi4,2
孬,nao1,2
歔,xu1,2
孪,luan2,2
鲻,zi1,2
赂,lu4,2
鲐,tai2,2
贽,zhi4,2
欿,kan3,2
厪,"jin3,qin2",2
欻,"chua1,xu1",2
貔,pi2,2
鳯,feng4,2
貊,mo4,2
哚,duo3,2
貅,xiu1,2
豻,"an4,han4",2
鴃,jue2,2
孓,jue2,2
豱,wen1,2
鵖,bi1,2
鴂,jue2,2
鳀,ti2,2
櫆,kui2,2
豞,hou4,2
鸧,cang1,2
豊,"feng1,li3",2
豇,jiang1,2
鸪,gu1,2
檗,bo4,2
谵,zhan1,2
鸲,qu2,2
谳,yan4,2
鸰,ling2,2
鸸,er2,2
檄,xi2,2
犮,"ba2,quan3",2
檃,yin3,2
鸻,heng2,2
橾,"qiao1,shu1",2
鸺,xiu1,2
厗,ti2,2
鹁,bo2,2
橥,zhu1,2
橛,jue2,2
䗥,zong1,2
谌,chen2,2
鹌,an1,2
鹕,hu2,2
鹒,geng1,2
鹈,ti2,2
鹙,qiu1,2
诳,kuang2,2
鹡,ji2,2
诮,qiao4,2
樯,qiang2,2
诩,xu3,2
俜,ping1,2
狝,xian3,2
鹮,huan2,2
嫦,chang2,2
诙,hui1,2
樛,jiu1,2
樘,"cheng3,tang2",2
诓,kuang1,2
诒,yi2,2
䗖,di4,2
麂,ji3,2
鹴,shuang1,2
鶒,chi4,2
樆,"chi1,li2",2
槿,jin3,2
嫚,man4,2
槺,kang1,2
麈,zhu3,2
槵,huan4,2
狳,yu2,2
麯,qu1,2
狰,zheng1,2
麇,"jun1,qun2",2
讧,hong4,2
讦,jie2,2
嫏,lang2,2
麿,mo3,2
槔,gao1,2
麾,hui1,2
猊,ni2,2
猃,xian3,2
黠,xia2,2
榷,que4,2
鼂,chao2,2
唅,han1,2
謏,"sou3,xiao3",2
猞,she1,2
鼢,fen2,2
媵,ying4,2
猲,"he4,xie1",2
鼯,wu2,2
媲,pi4,2
猸,mei2,2
鼷,xi1,2
猬,"wei5,wei4",2
詝,zhu3,2
弪,jing4,2
唎,"li4,li5",2
齵,yu2,2
齮,yi3,2
訚,yin2,2
龇,zi1,2
獕,cui1,2
弭,mi3,2
齌,ji4,2
觽,xi1,2
龚,gong1,2
媠,"duo4,tuo2",2
楽,"le4,yue4",2
1,shi2,2
蝌,ke1,2
觡,ge2,1
觝,di3,1
楰,yu2,1
觖,jue2,1
觔,jin1,1
楯,shun3,1
楬,jie2,1
媖,ying1,1
觍,tian3,1
觌,di2,1
楪,die2,1
楩,pian2,1
楢,you2,1
媊,qian2,1
観,guan1,1
楟,ting2,1
媅,dan1,1
覤,xi4,1
覜,tiao4,1
覚,jue2,1
覗,si1,1
媄,mei3,1
覌,guan1,1
覉,ji1,1
楙,mao4,1
覂,feng3,1
楘,mu4,1
楗,jian4,1
襼,yi4,1
婽,jia3,1
楎,hun2,1
楍,ben3,1
婼,chuo4,1
卨,xie4,1
俅,qiu2,1
楋,la4,1
襢,zhan4,1
楅,bi4,1
襡,shu2,1
襜,chan1,1
楀,yu3,1
婹,yao3,1
襚,sui4,1
襕,lan2,1
襌,dan1,1
襋,ji2,1
襉,jian3,1
襆,fu2,1
椸,yi2,1
䖟,meng2,1
椵,jia3,1
褽,wei4,1
椴,duan4,1
椳,wei1,1
褱,huai2,1
褰,qian1,1
椮,sen1,1
褧,jiong3,1
婳,hua4,1
褦,nai4,1
褢,huai2,1
婮,ju1,1
卣,you3,1
椠,qian4,1
婬,yin2,1
褔,fu2,1
検,jian3,1
椓,zhuo2,1
褏,xiu4,1
椑,bei1,1
婧,jing4,1
椐,ju1,1
褀,qi2,1
裾,ju1,1
婥,chuo4,1
乛,zhe2,1
椌,qiang1,1
婤,zhou1,1
裲,liang3,1
椊,zuo2,1
椈,ju2,1
裥,jian3,1
婞,xing4,1
裛,yi4,1
椄,jie1,1
侽,nan2,1
棼,fen2,1
婙,jing4,1
裍,kun3,1
裋,shu4,1
婕,jie2,1
裉,ken4,1
裈,kun1,1
棸,zou1,1
婐,wo3,1
裀,yin1,1
棳,zhuo2,1
乚,ya4,1
袽,ru2,1
袺,jie2,1
袴,ku4,1
棯,ren3,1
袲,yi2,1
棬,quan1,1
棫,yu4,1
袪,qu1,1
棪,yan3,1
袢,pan4,1
棩,yuan1,1
棨,qi3,1
袗,zhen3,1
棤,cuo4,1
娸,qi2,1
袆,hui1,1
棜,yu4,1
娵,ju1,1
衿,jin1,1
単,dan1,1
衹,qi2,1
衲,na4,1
棑,pai2,1
棐,fei3,1
衭,fu1,1
娯,yu2,1
棃,li2,1
衟,dao4,1
棁,zhuo1,1
衖,xiang4,1
衒,xuan4,1
衎,kan4,1
衋,xi4,1
衉,ke4,1
衈,er4,1
梹,bing1,1
梸,li2,1
衁,huang1,1
䔢,hua2,1
梴,chan1,1
蠸,quan2,1
梲,zhuo2,1
蠰,shang4,1
梱,kun3,1
蠧,du4,1
娚,nan2,1
蠜,fan2,1
蠚,he1,1
蠙,bin1,1
梩,li2,1
蠗,zhuo2,1
蠋,zhu2,1
蠂,she4,1
梥,song1,1
卐,wan4,1
蟿,qi4,1
蟺,shan4,1
蟷,dang1,1
梡,kuan3,1
蟳,xun2,1
梠,lu:3,1
乗,cheng2,1
梜,jia2,1
蟨,jue2,1
梐,bi4,1
蟓,xiang4,1
梍,zao4,1
梊,di4,1
卍,wan4,1
蟅,zhe4,1
螾,yin3,1
梃,ting3,1
桹,lang2,1
卌,xi4,1
螥,cang1,1
螣,teng2,1
螚,nai4,1
桲,bo2,1
娀,song1,1
卋,shi4,1
䓕,wei3,1
〦,liu4,1
桯,ting1,1
螓,qin2,1
桭,zhen1,1
螒,han4,1
姽,gui3,1
螀,jiang1,1
姺,xian3,1
蝻,nan3,1
姸,yan2,1
蝤,qiu2,1
桟,zhan4,1
姱,kua1,1
桜,ying1,1
蝘,yan3,1
桚,zan3,1
乕,hu3,1
蝒,mian2,1
蝏,ting2,1
蝍,ji2,1
蝋,la4,1
卆,zu2,1
蜾,guo3,1
桋,yi2,1
姧,jian1,1
侢,dai4,1
蜩,tiao2,1
姤,gou4,1
卄,nian4,1
蜞,qi2,1
蜛,ju1,1
姞,ji2,1
価,jia4,1
䍹,shan1,1
姝,shu1,1
蜑,dan4,1
卂,xun4,1
栻,shi4,1
蜅,fu3,1
栵,li4,1
栱,gong3,1
蛧,wang3,1
栭,er2,1
蛣,jie2,1
栫,jian4,1
蛡,yi4,1
蛚,lie4,1
栟,bing1,1
蛓,ci4,1
匽,yan3,1
栘,yi2,1
蛏,cheng1,1
蛍,ying2,1
蛌,gu3,1
栔,qi4,1
侜,zhou1,1
蛅,ran2,1
栒,xun2,1
蛁,diao1,1
蚿,xian2,1
姅,ban4,1
蚻,zha2,1
栌,lu2,1
姄,min2,1
蚳,chi2,1
栊,long2,1
姁,xu3,1
䍃,yao2,1
㝉,zhu4,1
蚬,xian3,1
蚨,fu2,1
匸,xi4,1
栄,rong2,1
栃,li4,1
妺,mo4,1
匶,jiu4,1
侚,xun4,1
柽,cheng1,1
査,cha2,1
妸,e1,1
柺,guai3,1
柸,pei1,1
妵,tou3,1
匵,du2,1
柷,zhu4,1
柶,si4,1
妳,ni3,1
虿,chai4,1
匴,suan3,1
侘,cha4,1
乑,zhong4,1
柲,bi4,1
虷,gan1,1
柰,nai4,1
虬,qiu2,1
柮,duo4,1
虥,zhan4,1
虣,bao4,1
虡,ju4,1
柦,dan4,1
虖,hu1,1
虓,xiao1,1
柤,zha1,1
虒,si1,1
柣,zhi2,1
虍,hu1,1
虆,lei2,1
虀,ji1,1
蘻,ji4,1
妤,yu2,1
侔,mou2,1
䍁,sui4,1
蘩,fan2,1
蘝,lian3,1
柙,xia2,1
蘗,nie4,1
蘁,wu4,1
柒,qi1,1
妚,pei1,1
藾,lai4,1
藴,yun4,1
藳,gao3,1
侑,you4,1
藦,mo2,1
柎,fu1,1
藟,lei3,1
藚,xu4,1
柈,pan2,1
藙,yi4,1
柅,ni3,1
柃,ling2,1
藋,diao4,1
柂,yi2,1
匜,yi2,1
侐,xu4,1
柁,tuo2,1
枻,yi4,1
妏,wen4,1
枹,fu1,1
薾,er3,1
薽,zhen1,1
匚,fang1,1
薻,zao3,1
薸,piao1,1
薷,ru2,1
薳,wei3,1
枵,xiao1,1
枴,guai3,1
妉,dan1,1
枳,zhi3,1
薫,xun1,1
枲,xi3,1
枱,tai2,1
薤,xie4,1
薢,xiao4,1
匘,nao3,1
薠,fan2,1
薜,bi4,1
薖,ke1,1
薐,leng2,1
薉,wei4,1
㛂,nuo3,1
〥,wu3,1
枨,cheng2,1
薃,hao4,1
枧,jian3,1
薁,yu4,1
蕸,xia2,1
蕶,ling2,1
枟,yun4,1
蕳,jian1,1
蕰,yun4,1
侌,yin1,1
蕣,shun4,1
蕡,fen2,1
枙,e4,1
蕗,lu4,1
匔,gong1,1
蕔,bao1,1
蕐,hua2,1
蕍,yu2,1
枓,dou3,1
匑,gong1,1
蔾,li2,1
枌,fen2,1
蔸,dou1,1
奰,bi4,1
蔵,cang2,1
蔳,qian4,1
蔯,chen2,1
奬,jiang3,1
匏,pao2,1
蔙,xuan4,1
杽,chou3,1
奫,yun1,1
蔎,she4,1
奨,jiang3,1
杸,shu1,1
蔉,gun3,1
蔇,ji4,1
蔂,lei2,1
杶,chun1,1
蔀,bu4,1
奣,weng3,1
匋,tao2,1
䌹,jiong3,1
杴,xian1,1
蓸,cao2,1
蓷,tui1,1
杲,gao3,1
蓫,zhu2,1
奡,ao4,1
匊,ju2,1
蓪,tong1,1
蓧,diao4,1
杩,ma4,1
奜,fei3,1
匉,peng1,1
侇,yi2,1
蓒,xuan1,1
蓏,luo3,1
蓍,shi1,1
蓌,cuo4,1
蓇,gu3,1
杝,yi2,1
蓁,zhen1,1
侅,gai1,1
杙,yi4,1
蒹,jian1,1
杗,mang2,1
蒱,pu2,1
杕,di4,1
蒯,kuai3,1
蒪,po4,1
蒨,qian4,1
蒦,huo4,1
蒢,chu2,1
匁,xx5,1
蒎,pai4,1
蒌,lou2,1
杇,wu1,1
葽,yao1,1
奌,dian3,1
葹,shi1,1
杅,yu2,1
葸,xi3,1
葶,ting2,1
乊,xx5,1
䌸,zhuan4,1
葴,zhen1,1
葭,jia1,1
朿,ci4,1
朾,ting2,1
葧,bo2,1
葥,qian2,1
侂,tuo1,1
朳,ba1,1
葎,lu:4,1
葍,fu2,1
朰,xx5,1
葅,zu1,1
勹,bao1,1
萻,an1,1
萴,ze2,1
勷,rang2,1
侁,shen1,1
萮,yu2,1
萩,qiu1,1
朩,xx5,1
朣,tong2,1
萕,ji4,1
朠,ying1,1
萐,sha4,1
萏,dan4,1
夶,bi3,1
勯,dan1,1
侀,xing2,1
萆,bi4,1
朙,ming2,1
萅,chun1,1
朘,juan1,1
勧,quan4,1
菼,tan3,1
菻,lin3,1
菺,jian1,1
朓,tiao4,1
菷,zhou3,1
䌷,chou2,1
菴,an1,1
朏,fei3,1
菫,jin3,1
夬,guai4,1
菧,di3,1
菣,qin4,1
菢,bao4,1
朆,fen1,1
菝,ba2,1
朅,qie4,1
勞,lao2,1
佾,yi4,1
朁,can3,1
菐,pu2,1
菎,kun1,1
勚,yi4,1
曽,ceng2,1
菉,lu4,1
菆,zou1,1
曷,he2,1
勗,xu4,1
曩,nang3,1
莭,jie2,1
勖,xu4,1
莦,shao1,1
曛,xun1,1
夗,yuan4,1
莝,cuo4,1
莛,ting2,1
莚,yan2,1
勔,mian3,1
曘,ru2,1
莔,meng2,1
曑,shen1,1
曐,xing1,1
曌,zhao4,1
乆,jiu3,1
䉤,sou3,1
㗎,jia4,1
〤,si4,1
曈,tong2,1
曀,yi4,1
夓,xia4,1
荵,ren3,1
暻,jing3,1
荭,hong2,1
暸,liao2,1
暵,han4,1
夌,ling2,1
勍,qing2,1
佺,quan2,1
暲,zhang1,1
夊,sui1,1
暪,men4,1
変,bian4,1
荙,da2,1
暦,li4,1
荘,zhuang1,1
暠,gao3,1
夆,feng2,1
佹,gui3,1
暝,ming2,1
荈,chuan3,1
暜,pu3,1
荅,da2,1
荄,gai1,1
勈,yong3,1
暕,jian3,1
暔,nan2,1
夂,zhi3,1
茻,mang3,1
茷,fa2,1
暐,wei3,1
壿,zun1,1
佸,huo2,1
暍,he4,1
暌,kui2,1
茲,zi1,1
壸,kun3,1
勄,min3,1
茥,gui1,1
茢,lie4,1
茠,xiu1,1
暁,xiao3,1
佷,hen3,1
䇲,ce4,1
茞,chen2,1
晿,cheng1,1
茖,ge2,1
売,mai4,1
茑,niao3,1
茍,ji2,1
壱,yi1,1
茇,ba2,1
佶,ji2,1
晩,wan3,1
苾,bi4,1
壭,xx5,1
苺,mei2,1
晥,han4,1
苶,nie2,1
晢,zhe2,1
劻,kuang1,1
佴,er4,1
乂,yi4,1
晡,bu1,1
苪,bing3,1
苩,pa1,1
晞,xi1,1
晜,kun1,1
壡,rui4,1
劵,juan4,1
晛,xian4,1
壝,wei3,1
苙,li4,1
壜,tan2,1
労,lao2,1
壖,ruan2,1
苒,ran3,1
晑,xiang3,1
苊,e4,1
壔,dao3,1
苉,pi3,1
苈,li4,1
壒,ai4,1
佱,fa3,1
䅵,zhuo2,1
㗂,sheng3,1
晅,xuan1,1
晄,huang3,1
芼,mao4,1
晁,chao2,1
壎,xun1,1
昽,long2,1
壌,rang3,1
芰,ji4,1
昻,ang2,1
壊,huai4,1
劮,yi4,1
昺,bing3,1
芩,qin2,1
昶,chang3,1
芨,ji2,1
芧,xu4,1
壆,bo2,1
昳,die2,1
芟,shan1,1
芞,qi4,1
芚,tun2,1
劬,qu2,1
丿,pie3,1
芘,pi2,1
芕,sui1,1
墺,ao4,1
芔,hui4,1
昦,hao4,1
墰,tan2,1
昤,ling1,1
墬,di4,1
芄,wan2,1
昡,xuan4,1
芃,peng2,1
墫,zun1,1
昞,bing3,1
艹,cao3,1
艴,fu2,1
昜,yang2,1
昕,xin1,1
墦,fan2,1
艭,shuang1,1
艬,chan2,1
艩,qi2,1
墠,shan4,1
佫,he4,1
䃉,min2,1
昒,hu1,1
艘,sou1,1
昑,qin3,1
艖,cha1,1
艕,bang4,1
艑,bian4,1
艉,wei3,1
墝,qiao1,1
艁,zao4,1
佪,huai2,1
昄,ban3,1
昃,ze4,1
増,zeng1,1
舴,ze2,1
劢,mai4,1
旽,tun1,1
旼,min2,1
舭,bi3,1
旻,min2,1
墐,jin3,1
旸,yang2,1
舡,gang1,1
舠,dao1,1
舝,xia2,1
旴,xu1,1
墈,kan4,1
舗,pu4,1
旰,gan4,1
舎,she4,1
舋,xin4,1
墁,man4,1
旪,xie2,1
舁,yu2,1
墀,chi2,1
臿,cha1,1
臽,xian4,1
塿,lou3,1
佥,qian1,1
丼,jing3,1
䂖,shi2,1
㖞,wai1,1
〣,san1,1
旣,ji4,1
塽,shuang3,1
旡,ji4,1
臛,huo4,1
塱,lang3,1
旟,yu2,1
臐,xun1,1
旝,kuai4,1
旛,fan1,1
臈,la4,1
臇,juan3,1
劙,li2,1
臄,jue2,1
旓,shao1,1
塩,yan2,1
旒,liu2,1
旐,zhao4,1
塥,ge2,1
劘,mo2,1
膵,cui4,1
膴,hu1,1
塡,tian2,1
膰,fan2,1
劖,chan2,1
旊,fang3,1
膟,lu:4,1
塝,bang4,1
膙,jiang3,1
塙,que4,1
劓,yi4,1
膗,chuai2,1
旀,mie5,1
膋,liao2,1
斿,you2,1
佢,qu2,1
膇,zhui4,1
斾,pei4,1
於,wu1,1
塓,mi4,1
劄,zha1,1
斸,zhu3,1
腶,duan4,1
腯,tu2,1
斮,zhuo2,1
劂,jue2,1
佡,xian1,1
腬,rou2,1
斨,qiang1,1
塈,ji4,1
劁,qiao1,1
塄,leng2,1
腒,ju1,1
斢,tou3,1
塂,jiang3,1
腍,ren3,1
斠,jiao4,1
塁,lei3,1
腄,chui2,1
脿,biao1,1
斞,yu3,1
堿,jian3,1
脶,luo2,1
堽,gang1,1
脳,nao3,1
斛,hu2,1
脰,dou4,1
斚,jia3,1
剺,li2,1
脩,xiu1,1
脨,ji2,1
堳,mei2,1
脧,juan1,1
脥,qian3,1
斔,yu3,1
脤,shen4,1
堲,ji2,1
剸,tuan2,1
脡,ting3,1
脞,cuo3,1
斒,ban1,1
脝,heng1,1
腜,mei2,1
腠,cou4,1
脘,guan3,1
斎,zhai1,1
堮,e4,1
剳,da2,1
脒,mi3,1
堭,huang2,1
斉,qi2,1
胾,zi4,1
斄,tai2,1
斁,yi4,1
堨,e4,1
胻,heng2,1
敿,jiao3,1
胹,er2,1
敽,jiao3,1
堧,ruan2,1
剰,sheng4,1
㿝,xiang1,1
㖊,xun2,1
敻,xiong4,1
胲,hai3,1
敹,liao2,1
敳,ai2,1
胩,ka3,1
膌,ji2,1
堠,hou4,1
胦,yang1,1
堞,die2,1
敧,qi3,1
胙,zuo4,1
胗,zhen1,1
胔,zi4,1
胑,zhi1,1
胏,zi3,1
胍,gua1,1
膣,zhi4,1
膦,lin4,1
敜,nie4,1
堎,ling2,1
胊,qu2,1
胇,fei4,1
敚,duo2,1
堍,tu4,1
堌,gu4,1
敔,yu3,1
膷,xiang1,1
堋,peng2,1
肼,jing3,1
肹,xi1,1
臁,lian2,1
肸,xi4,1
堉,yu4,1
剤,ji4,1
肵,jin4,1
敎,jiao4,1
堈,gang1,1
肰,ran2,1
敉,mi3,1
剣,jian4,1
臑,nao4,1
臓,zang4,1
臖,xing4,1
肬,you2,1
肫,zhun1,1
臞,qu2,1
敇,chi4,1
敃,min3,1
敁,dian1,1
堄,ni4,1
丶,zhu3,1
㽮,xing1,1
肟,wo4,1
肜,rong2,1
堃,kun1,1
攽,ban1,1
肙,yuan1,1
攼,han4,1
剟,duo1,1
肕,ren4,1
攺,yi3,1
堀,ku1,1
肊,yi4,1
埽,sao4,1
剞,ji1,1
佘,she2,1
攴,pu1,1
聼,ting1,1
攲,qi1,1
聴,ting1,1
聱,ao2,1
攰,gui4,1
剜,wan1,1
聮,lian2,1
聦,cong1,1
攮,nang3,1
聡,cong1,1
聝,guo2,1
攧,dian1,1
埸,yi4,1
剚,zi4,1
舣,yi3,1
丵,zhuo2,1
聎,tiao1,1
攟,jun4,1
埶,yi4,1
攓,qian1,1
攐,qian1,1
埴,zhi2,1
耼,dan1,1
舳,zhu2,1
攋,la4,1
剕,fei4,1
攈,jun4,1
耰,you1,1
舸,ge3,1
攃,sa4,1
舺,xia2,1
舻,lu2,1
埰,cai4,1
耪,pang3,1
耩,jiang3,1
攂,lei2,1
耨,nou4,1
艋,meng3,1
耧,lou2,1
埯,an3,1
耤,ji2,1
耡,chu2,1
耞,jia1,1
艗,yi4,1
擸,lie4,1
艚,cao2,1
艜,dai4,1
埭,dai4,1
耝,qu4,1
擭,huo4,1
擫,ye4,1
埧,ju4,1
剒,cuo4,1
㻽,xuan2,1
㕻,pou3,1
〢,er4,1
擩,ru3,1
耔,zi3,1
擨,ye2,1
埦,wan3,1
耎,ruan3,1
擥,lan3,1
耊,die2,1
耉,gou3,1
擣,dao3,1
耈,gou3,1
耇,gou3,1
擡,tai2,1
埛,jiong1,1
翿,dao4,1
翾,xuan1,1
擗,pi3,1
擖,ge3,1
翯,he4,1
擐,huan4,1
埙,xun1,1
翪,zong1,1
埘,shi2,1
丳,chan3,1
翣,sha4,1
擉,chuo4,1
翛,shu4,1
翚,hui1,1
翙,hui4,1
翖,xi1,1
翏,liu4,1
芣,fu2,1
芤,kou1,1
翊,yi4,1
埒,lie4,1
翃,hong2,1
翀,chong1,1
撱,tuo3,1
羶,shan1,1
羵,fen3,1
埌,lang4,1
羱,yuan2,1
羰,tang1,1
羮,geng1,1
撧,jue1,1
㻅,hui4,1
芲,lun2,1
羭,yu2,1
羢,rong2,1
撢,dan3,1
埈,jun4,1
撚,nian3,1
剀,kai3,1
羜,zhu4,1
撙,zun3,1
芿,reng4,1
苁,cong1,1
羖,gu3,1
埆,que4,1
羑,you3,1
刿,gui4,1
羇,ji1,1
羃,mi4,1
撋,ruan2,1
羂,juan4,1
撊,xian4,1
羀,liu3,1
罿,tong2,1
罽,ji4,1
撆,pie1,1
刾,ci4,1
罻,wei4,1
罶,liu3,1
撄,ying1,1
埀,chui2,1
罳,si1,1
撃,ji1,1
罭,yu4,1
垿,xu4,1
苠,min2,1
佌,ci3,1
罫,gua4,1
罨,yan3,1
垾,han4,1
罦,fu2,1
罥,juan4,1
罣,gua4,1
垺,pou2,1
罠,min2,1
摷,jiao3,1
罝,ju1,1
摴,shu1,1
垵,an3,1
罛,gu1,1
摲,shan4,1
摰,nie4,1
苻,fu2,1
垴,nao3,1
罖,xx5,1
摮,ao2,1
摭,zhi2,1
垲,kai3,1
罏,lu2,1
罎,tan2,1
罉,cheng1,1
罆,guan4,1
摦,hua4,1
摠,zong3,1
罃,ying1,1
罁,gang1,1
摛,chi1,1
㺵,jiu3,1
㕥,shen1,1
摙,lian3,1
摓,feng2,1
摎,liao2,1
垧,shang3,1
缫,sao1,1
缧,lei2,1
垤,die2,1
缣,jian1,1
摅,shu1,1
刵,er4,1
缞,cui1,1
茦,ce4,1
摂,she4,1
摀,wu3,1
搿,ge2,1
垡,fa2,1
刴,duo4,1
丮,ji3,1
缗,min2,1
搽,cha2,1
缒,zhui4,1
搷,chen1,1
缑,gou1,1
缏,bian4,1
垟,yang2,1
刳,ku1,1
缌,si1,1
缋,hui4,1
垞,cha2,1
搰,hu2,1
荁,huan2,1
缇,ti2,1
刲,kui1,1
缃,xiang1,1
缂,ke4,1
缁,zi1,1
搨,ta4,1
绾,wan3,1
搧,shan1,1
垚,yao2,1
刱,chuang4,1
搦,nuo4,1
搣,mie4,1
垗,zhao4,1
绹,tao2,1
搢,jin4,1
垖,dui1,1
搠,shuo4,1
垕,hou4,1
绱,shang4,1
搛,jian1,1
垔,yin1,1
绫,ling2,1
搘,zhi1,1
搕,ke4,1
荦,luo4,1
绨,ti2,1
刭,jing3,1
荩,jin4,1
荪,sun1,1
伻,beng1,1
绤,xi4,1
绡,xiao1,1
垍,ji4,1
绠,geng3,1
搎,sun1,1
垌,dong4,1
刬,chan3,1
搌,zhan3,1
搊,chou1,1
绖,die2,1
搉,que4,1
垈,dai4,1
丬,qiang2,1
搆,gou4,1
垆,lu2,1
绐,dai4,1
莕,xing4,1
垅,long3,1
莙,jun1,1
伹,qu1,1
揻,wei1,1
绂,fu2,1
揺,yao2,1
揸,zha1,1
坼,che4,1
纻,zhu4,1
揵,qian2,1
揲,she2,1
揰,chong4,1
刡,min3,1
㺍,bian1,1
㔾,jie2,1
〡,yi1,1
揫,jiu1,1
坴,lu4,1
纮,hong2,1
纩,kuang4,1
揥,ti4,1
坲,fo2,1
坱,yang3,1
刞,qu4,1
揞,an3,1
坰,jiong1,1
纛,dao4,1
纚,xi3,1
揝,zuan4,1
纙,luo4,1
纕,xiang1,1
揜,yan3,1
纑,lu2,1
纎,xian1,1
纉,zuan3,1
纇,lei4,1
揗,shun3,1
菑,zi1,1
坭,ni2,1
纆,mo4,1
纁,xun1,1
繻,xu1,1
揕,zhen4,1
刜,fu2,1
繨,da2,1
菡,han4,1
繣,hua4,1
揓,shi4,1
繠,rui3,1
繙,fan1,1
繘,yu4,1
繐,sui4,1
繋,xi4,1
繊,xian1,1
繈,qiang3,1
繄,yi1,1
縿,shan1,1
菶,beng3,1
縻,mi2,1
揌,sai1,1
縰,xi3,1
縯,yin3,1
縦,zong4,1
縢,teng2,1
縡,zai4,1
揅,yan2,1
縠,hu2,1
縚,tao1,1
縏,pan2,1
縄,sheng2,1
揃,jian1,1
縃,xu1,1
縂,zong3,1
掾,yuan4,1
縁,yuan2,1
緰,yu2,1
掼,guan4,1
萑,huan2,1
緫,zong3,1
緪,geng1,1
萜,tie1,1
緤,xie4,1
緖,xu4,1
伱,ni3,1
丩,jiu1,1
緑,lu:4,1
総,zong3,1
緎,yu4,1
緍,min2,1
掴,guo2,1
緌,rui2,1
緆,xi1,1
緅,zou1,1
緁,jie2,1
掲,jie1,1
綮,qi3,1
綪,qian4,1
綥,qi2,1
続,xu4,1
掯,ken4,1
継,ji4,1
葇,rou2,1
綘,feng2,1
刖,yue4,1
葑,feng1,1
葖,tu2,1
綗,jiong3,1
綖,yan2,1
綎,ting1,1
綍,fu2,1
掫,zou1,1
綅,qin1,1
綀,shu1,1
絿,qiu2,1
刓,wan2,1
絺,chi1,1
絷,zhi2,1
絵,hui4,1
坓,jing3,1
絫,lei3,1
絪,yin1,1
絣,bing3,1
掤,bing1,1
坒,bi4,1
絚,geng1,1
絖,kuang4,1
経,jing1,1
絃,xian2,1
蒄,guan1,1
